activiteitnaam;activiteit_postcode;hotelid;percentage_korting
Onze-Lieve-Vrouwekerk;8000;211572;20
Strandjutter;8300;222520;20
Herisemmolen;1652;225281;20
Verhuur handbikes To Walk Again;2200;219331;20
Zwembad Hoge Blekker;8670;229394;20
Brasserie Flo Antwerp (Hilton Antwerp Old Town);2000;385344;20
Red Star Line Museum;2000;211104;20
Zwembad Hoge Blekker;8670;229305;20
Recreatiedomein Grasduinen;8450;222040;20
Restaurant Caroline;8301;229305;20
Restaurant Zeepaardje;8370;223202;20
Nautisch Bezoekerscentrum Rupelstreek;2850;229221;20
Restaurant De Kombuis;8380;229380;20
DvT Koekelare;8680;227253;20
Sint-Janshospitaal;8000;211599;20
Toerisme Oostende;8400;379090;20
Eet-praatcafé De Smidse;8430;222520;20
Suske en Wiske Museum;2920;219338;20
Toerisme De Haan - Infokantoor Vosseslag;8420;222223;20
Polymnia;1850;324812;20
Eet-praatcafé De Smidse;8430;227633;20
Restaurant Bistreau;8450;229554;20
Rubenshuis;2000;346429;20
Provinciaal Domein De Gavers;8530;229607;20
Strandjutter;8430;219794;20
Restaurant 	Verdi;8000;211561;20
Begijnhuisje;8000;211581;20
Brasserie Stadspark;2300;218970;20
Bezoekerscentrum Boekhoute;9961;225638;20
Provinciaal Groendomein De Averegten;2220;219291;20
Museum De Mindere;3800;226668;20
Fietsen Remory - verhuur elektrische fietsen;9230;222469;20
Bellewaerde;8902;225545;20
Restaurant Caroline;8301;227913;20
Taverne Passage (Grand Bazar Antwerp);2000;379141;20
Ecocentrum De Goren;2400;219010;20
Strandrolstoel;8660;226383;20
Sealife Center Belgium;8370;229368;20
Vayamundo De Kinkhoorn & Ravelingen;8400;226383;20
Belevingscentrum '14 - '18;3150;222953;20
Grand Café au Lilas Blanc;8301;227993;20
Wielingenbad;8420;226125;20
Provinciedomein Raversyde;8400;378913;20
Fort Napoleon;8400;227142;20
Käthe Kollwitz Museum - Fransmansmuseum;8680;222400;20
Toerisme De Haan - Infokantoor Vosseslag;8420;226370;20
Hotel Dennenhof - restaurant;2930;219025;20
Strandrolstoel en tandems;8670;227447;20
Klapgat;2800;211158;20
Brouwerij Rodenbach;8800;228555;20
Ravelingen - Den Ensor;8400;226669;20
Strandrolstoel;8660;228267;20
Poelcapelle British Cemetery;8920;221408;20
Modemuseum Hasselt;3500;379597;20
Bistro De Markt;8370;229368;20
strandbuggy's;8400;229371;20
FOMU – Fotomuseum Antwerpen;2000;384265;20
Hotel Dennenhof - restaurant;2930;218963;20
Grand Café au Lilas Blanc;8301;377927;20
Zwin Natuur Park;8300;219973;20
Snijders&Rockoxhuis;2000;211337;20
Sint-Martinuskerk;9300;226985;20
Archeologiemuseum;8000;211567;20
Bistro ’t Verschil;8830;223395;20
Zwin Natuur Park;8300;223085;20
Sel Gris;8301;226617;20
Rolstoelfietsen;8200;211575;20
Restaurant Brasserie Tearoom Beach;8300;228820;20
Glacier Vincent;8370;324790;20
Restaurant Bistreau;8450;228208;20
Begijnhuisje;8000;211590;20
Restaurant Aazaert;8370;220413;20
Bistro Moby Dick;8400;228565;20
Strandrolstoel en tandems;8670;228366;20
Brasserie Entourage;8400;225058;20
Taverne Seastar Terminal;8620;227135;20
Infokantoor Markt (Historium);8000;211594;20
Bistro De Markt;8370;224287;20
Restaurant Caroline;8301;224672;20
Brouwerij Gulden Spoor;8560;225999;20
Eet-praatcafé De Smidse;8430;220631;20
Gentbrugse Meersen;9050;211136;20
Toerisme De Haan - Infokantoor Vosseslag;8420;220740;20
Brasserie Marcel;8370;227135;20
Sint-Baafskathedraal;9000;210818;20
Begijnhuisje;8000;211584;20
Belgische Militaire Begraafplaats Adinkerke;8660;219729;20
Bistro Vaudeville;8400;228565;20
Taverne Passage (Grand Bazar Antwerp);2000;211335;20
Serpentarium;8370;229368;20
Eet-praatcafé De Smidse;8430;229386;20
Spoorfietsen;2950;211783;20
Belle Epoque Centrum;8370;223963;20
Restaurant Comilfo;8620;223890;20
Minnewater;8000;211613;20
Belgische Militaire Begraafplaats Adinkerke;8660;223883;20
Sportimonium;1981;220957;20
Bistro Moby Dick;8400;228421;20
De Karper;9870;226653;20
Paul Delvauxmuseum;8670;357397;20
Bezoekerscentrum Landschap De Liereman;2360;219513;20
Strandjutter;8300;229393;20
Openluchtmuseum Bokrijk;3600;225643;20
Markt;8000;211576;20
Restaurant Belvedere;8400;379090;20
Stedelijk zwembad;8620;229278;20
Monument Lt. Juul De Winde;8840;379092;20
DvT Koekelare;8680;379092;20
Restaurant De Mirage;8660;219794;20
Zwembad Hoge Blekker;8670;220403;20
Vayamundo De Kinkhoorn & Ravelingen;8400;229375;20
Tearoom M due;8450;378913;20
Industriemuseum;9000;211468;20
Ravelingen - De Wandelaar;8400;223345;20
strandbuggy's;8400;220429;20
(elektrische) Strandjutter;8670;229375;20
Begijnhuisje;8000;211543;20
Brasserie Cinq Annoo;8301;227288;20
Strandrolstoel;8660;225823;20
Kemmelberg - Monument aux Soldats Français (Den Engel);8950;227874;20
Stadhuis Brugge;8000;211591;20
Provinciedomein Raversyde;8400;220589;20
Brasserie Flo Antwerp (Hilton Antwerp Old Town);2000;211413;20
Duinpanne;8660;228208;20
Toerisme Malle;2390;219188;20
Sint-Salvatorskathedraal;8000;211613;20
Restaurant - Tearoom De Markt;8620;228525;20
Frietmuseum;8000;211584;20
Restaurant-Taverne Tijdok;8380;223085;20
Glacier Vincent;8370;225058;20
Het Lijsternest: Streuvelshuis & schrijversresidentie;8570;221270;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;219794;20
Minnewater;8000;211605;20
Brasserie Entourage;8400;325233;20
Brasserie Cinq Annoo;8301;228185;20
Charles Dresse Monument;8920;224193;20
NAVIGO-Nationaal Visserijmuseum;8670;228583;20
The Jane;2018;211876;20
Bezoekerscentrum Doornpanne;8670;226066;20
Restaurant-Taverne Tijdok;8380;228185;20
Yorkshire trench en dug-out;8904;225977;20
L'Histoire 32;9300;226416;20
Toeristisch infopunt Vilvoorde;1800;223137;20
Strandrolstoel;8370;226066;20
Strandjutter;8430;219973;20
Tearoom - Eetcafé De Bretoen;8000;211564;20
Toerisme De Haan - Infokantoor Vosseslag;8420;220403;20
Stadhuis Brugge;8000;211612;20
Provinciedomein Raversyde;8400;226357;20
Stadhuis Antwerpen;2000;384284;20
Belle Epoque Centrum;8370;224672;20
Paul Delvauxmuseum;8670;220574;20
Bistro De Markt;8370;222223;20
Les Zéphyrs;8434;220413;20
Abdijmuseum Ten Duinen ;8670;223890;20
Taverne On the Beach (Casino Middelkerke);8430;220413;20
Kantcentrum;8000;211615;20
C-Mine Expeditie;3600;261635;20
NAVIGO-Nationaal Visserijmuseum;8670;220689;20
Stadhuis van Antwerpen;2000;383942;20
Strandrolstoel;8660;226507;20
Het Broek Blaasveld;2830;226416;20
Toerisme Middelkerke;8430;230285;20
Toerisme Oostende;8400;229381;20
Brasserie Cinq Annoo;8301;229392;20
Bistro De Markt;8370;228857;20
Toerisme Oostende;8400;220385;20
Het land aan de overkant;3001;210789;20
Toerisme Tongeren;3700;223463;20
Toerisme Malle;2390;380235;20
Toerisme Knokke-Heist;8300;226125;20
Paul Delvauxmuseum;8670;225053;20
Tearoom Riviera;8430;229386;20
Duinpanne;8660;229394;20
Visit Maasmechelen;3630;225125;20
Provinciedomein Raversyde;8400;212541;20
MoMu - Modemuseum Antwerpen;2000;211105;20
Kasteel van Gaasbeek;1750;314500;20
Tearoom Désiré de Lille;2000;385344;20
Belle Epoque Centrum;8370;221898;20
Provinciedomein Raversyde;8400;229381;20
Glacier Vincent;8370;212541;20
Hidrodoe;2200;219567;20
Sel Gris;8301;228208;20
Fietsparadijs Limburg;3500;380742;20
DvT Waregem;8790;224551;20
ModeMuseum Antwerpen - MoMu;2000;211667;20
Taverne Den Bolhoed;2000;211054;20
Sint-Janshospitaal;8000;211572;20
Brasserie Carrousel (Hotel Cosmopolite);8620;225145;20
Zwin Natuur Park;8300;229360;20
Carcasse;8670;378812;20
Toerisme Middelkerke;8430;227288;20
NAVIGO-Nationaal Visserijmuseum;8670;220694;20
Provinciaal Domein De Gavers;8530;276408;20
Provinciale Erfgoedsite Ename (Pam Ename);9700;298990;20
Brouwerij De Kroon;3040;222225;20
Restaurant Venitien;8370;219719;20
Strandbuggy en -rolstoel;8400;221323;20
Sint-Janshospitaal;8000;211789;20
HET STADSMUS;3500;381959;20
Provinciaal Groendomein De Averegten;2220;219029;20
Bistro De Markt;8370;221195;20
(elektrische) Strandjutter;8670;220574;20
Onze-Lieve-Vrouwekerk;8000;211608;20
Strandrolstoel;8660;221323;20
Abdijmuseum Ten Duinen ;8670;229474;20
Cafetaria De Lenspolder (kinderboerderij);8620;263796;20
Rozentuin Coloma;1600;227460;20
Brasserie Entourage;8400;263795;20
NAVIGO-Nationaal Visserijmuseum;8670;229101;20
Toerisme Riemst;3770;229469;20
Stadsbrouwerij De Koninck;2018;302839;20
Nationaal Park Hoge Kempen;3600;227276;20
Restaurant De Kombuis;8380;227135;20
Restaurant Blue Lobster;8380;227288;20
Dodencellen en executiepaal;8970;219787;20
Bezoekersonthaal Kattevennen - Cosmodrome;3600;378922;20
Restaurant Venitien;8370;227142;20
Zwembad- en saunacomplex Sport Vlaanderen;8370;220740;20
Bistro Vaudeville;8400;228269;20
NAVIGO-Nationaal Visserijmuseum;8670;229554;20
Restaurant Comilfo;8620;221314;20
Ravelingen - Den Ensor;8400;229380;20
Arboretum Kalmthout EVAp vzw;2920;302245;20
Industriemuseum;9000;211133;20
MoMu - Modemuseum Antwerpen;2000;384265;20
Restaurant Zeepaardje;8370;228074;20
Site Oud Sint-Jan;8000;211836;20
Huisbrouwerij Sint Canarus;9800;224551;20
Fort Napoleon;8400;224878;20
(elektrische) Strandjutter;8670;225254;20
Museum Dr. Guislain;9000;211866;20
het MOT;1850;229471;20
Toerisme Sint-Katelijne-Waver;2860;219292;20
NAVIGO-Nationaal Visserijmuseum;8670;221132;20
DvT Waregem;8790;222784;20
Westfront;8620;223168;20
Taverne On the Beach (Casino Middelkerke);8430;221596;20
Bruges Beer Museum;8000;211846;20
Westfront;8620;222117;20
Sint-Janshospitaal (Memlingmuseum);8000;211548;20
Toerisme Riemst;3770;220821;20
Frietmuseum;8000;211608;20
Restaurant Brasserie Tearoom Beach;8300;385838;20
Caterpillar;8902;221423;20
De Karper;9870;229607;20
Design Museum Gent;9000;211060;20
Toerisme Hasselt;3500;379593;20
Brasserie Marcel;8370;225053;20
Bruges Beer Museum;8000;211538;20
Toerisme Middelkerke;8430;229360;20
Sint-Janskerk;8970;224599;20
Belle Epoque Centrum;8370;229101;20
Chocolate Nation;2018;211993;20
Infopunt Visit Blankenberge;8370;379090;20
Restaurant Zeepaardje;8370;224287;20
De Cellekens;2800;211053;20
Stadhuis Antwerpen;2000;211335;20
Bezoekerscentrum en stoeterij brouwerij Palm;1840;229471;20
Zwembad Hoge Blekker;8670;263795;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;221898;20
Glacier Vincent;8370;225484;20
STAM;9000;383589;20
Strandbuggy en -rolstoel;8400;219749;20
Serpentarium;8370;227447;20
De Vroente, Vlaams Kennis- en Vormingscentrum voor Natuur en Milieu;2920;346146;20
Toerisme Dendermonde;9200;226985;20
Restaurant Comilfo;8620;224166;20
Restaurant Zeepaardje;8370;228267;20
Strandjutter;8430;223890;20
Station As;3665;227797;20
(elektrische) Strandjutter;8670;220631;20
Kantcentrum;8000;211573;20
Stedelijk zwembad;8620;228997;20
Strandrolstoel en tandems;8670;225823;20
Vrij Vaderland Belevingscentrum;8630;222707;20
Heemkundig Museum Turkeyenhof;8450;228759;20
Bezoekerscentrum Dru!f, huis van de tafeldruif;3090;225657;20
Stedelijk zwembad;8620;382345;20
Amu;2300;211057;20
Restaurant Venitien;8370;220930;20
Toerisme De Haan - Centrum;8420;224518;20
strandbuggy's;8400;228679;20
Tearoom-restaurant Hill 60;8902;227211;20
Sint-Niklaaskerk;9000;211530;20
Bezoekersonthaal Kattevennen - Cosmodrome;3600;219640;20
Sealife Center Belgium;8370;228812;20
Spoorfietsen;2950;346146;20
Café De Republiek;8000;211572;20
Zwembad Ter Polder;8450;221421;20
Sint-Salvatorskathedraal;8000;211536;20
Brasserie Cinq Annoo;8301;229395;20
FOMU – Fotomuseum Antwerpen;2000;211116;20
Dodengang;8600;225008;20
Fietsparadijs Limburg;3500;220329;20
Tearoom-restaurant Hill 60;8902;220048;20
Ravelingen - Den Ensor;8400;226767;20
Ossuaire français Veurne;8630;229396;20
Bijenteeltmuseum;2920;275165;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;385266;20
Stedelijk zwembad;8620;222504;20
Toerisme Herentals;2200;386609;20
Permekemuseum;8490;223370;20
Bezoekerscentrum Doornpanne;8670;222890;20
provinciaal Domein Het Leen;9900;225831;20
Sint-Carolus Borromeuskerk;2000;384084;20
Stadhuis Brugge;8000;211541;20
Bistro De Markt;8370;228366;20
Sint-Salvatorskathedraal;8000;211601;20
MUSEA MAASEIK;3680;324996;20
Stadhuis Antwerpen;2000;211108;20
Les Zéphyrs;8434;220574;20
Restaurant Blue Lobster;8380;220694;20
Toerisme De Haan - Infokantoor Vosseslag;8420;228208;20
Strandrolstoel;8660;223085;20
Kruidtuin;3000;210766;20
Brasserie Carrousel (Hotel Cosmopolite);8620;224672;20
Sint-Pieterskerk;3000;210785;20
Groeningemuseum;8000;211577;20
Taverne Seastar Terminal;8620;226669;20
Begijnhof Brugge;8000;211539;20
Brasserie Stadspark;2300;219188;20
Ossuaire français Veurne;8630;226610;20
Bistro Vaudeville;8400;225880;20
Brouwerij Gulden Spoor;8560;222305;20
Coxyde Military Cemetery;8670;227393;20
Tearoom Aan Zee;8660;229463;20
Tearoom Riviera;8430;357397;20
Bijenteeltmuseum;2920;219587;20
Zwembad Hoge Blekker;8670;219719;20
Carcasse;8670;226066;20
Memorial Museum Passchendaele 1917;8980;226873;20
Potyze Burial Ground;8900;229555;20
Toerisme Wuustwezel;2990;219303;20
Tearoom Riviera;8430;229376;20
Infopunt Visit Blankenberge;8370;220969;20
Groentemuseum 't Grom;2860;219510;20
Infokantoor Markt (Historium);8000;211617;20
Novotel Ieper Centrum;8900;227411;20
Les Zéphyrs;8434;219794;20
Strandrolstoel;8660;220354;20
Infopunt Visit Blankenberge;8370;229278;20
Frans Ossuarium Kemmelberg - Heuvelland;8956;223152;20
Zwembad Ter Polder;8450;226669;20
Sportimonium;1981;227930;20
Serpentarium;8370;223485;20
Toerisme Herentals;2200;219062;20
Toerisme Diest;3290;212510;20
Zwembad Hoge Blekker;8670;221606;20
Bezoekersonthaal Kattevennen - Cosmodrome;3600;228191;20
Het Lijsternest: Streuvelshuis & schrijversresidentie;8570;219832;20
Chocolate Nation;2018;211126;20
Restaurant De Mirage;8660;228269;20
Stedelijk zwembad;8620;229305;20
Chocolate Nation;2018;211845;20
Café 't Koningsrek “Zates”;2880;225592;20
Ravelingen - De Wandelaar;8400;220385;20
Strandbuggy en -rolstoel;8400;220429;20
Gallo-Romeins Museum Tongeren;3700;221657;20
Strandjutter;8300;220059;20
Zoethout;3830;221040;20
Standbeeld den Uil;2800;211115;20
Het Huis van Alijn;9000;211342;20
Provinciaal Domein Sterrebos;8800;227892;20
Brasserie Entourage;8400;224287;20
Brouwerijbezoek huisbrouwerij Domus;3000;210767;20
Brasserie Cinq Annoo;8301;220385;20
Maritiem Themapark Seafront;8380;211701;20
S.M.A.K.;9000;211060;20
Sint-Niklaaskerk;8957;221423;20
Kunstencentrum Vooruit - TEMPORARY CLOSED until April 3rd due to the COVID-19-virus!;9000;211259;20
HET STADSMUS;3500;228584;20
Spoorfietsen;2950;219435;20
Toerisme Oostende;8400;227288;20
Zwembad Ter Polder;8450;224366;20
Minnewater;8000;211552;20
MoMu - Modemuseum Antwerpen;2000;314586;20
Restaurant Belvedere;8400;220403;20
Gandante ;9000;211401;20
Vlaamse Ardennenroute (120 km);9000;210817;20
Visit Antwerpen - Centraal Station;2018;211993;20
Verhuur aangepaste fietsen – DE SNEUKELFIETS;9790;229361;20
Sint-Antoniuskapel - Damiaancrypte;3000;210807;20
Brasserie Marcel;8370;220969;20
Bezoekerscentrum Doornpanne;8670;382345;20
Restaurant - Tearoom De Markt;8620;324928;20
Floris;8200;211609;20
HET STADSMUS;3500;302381;20
Toerisme Baarle-Hertog-Nassau;2387;386609;20
Bistro Vaudeville;8400;220429;20
Ravelingen - De Wandelaar;8400;228305;20
Brasserie Entourage;8400;219885;20
Toerisme De Panne;8660;229278;20
Huisbrouwerij De Halve Maan;8000;261644;20
Brasserie Entourage;8400;228759;20
Bistro Vaudeville;8400;220930;20
Taverne Passage (Grand Bazar Antwerp);2000;211316;20
Restaurant Zeepaardje;8370;219621;20
Taverne Passage (Grand Bazar Antwerp);2000;211315;20
Westfront;8620;228098;20
Brasserie Flo Antwerp (Hilton Antwerp Old Town);2000;211932;20
Zwin Natuur Park;8300;229382;20
Bike Corner - verhuur tandems en elektrische fietsen;9800;225535;20
Sint-Martinuskerk;9300;226349;20
Plantentuin Meise;1860;230262;20
Tearoom M due;8450;226767;20
Les Zéphyrs;8434;229376;20
Zuivelmuseum;8370;227447;20
Toerisme - VVV Balen vzw;2490;219185;20
Bistro Vaudeville;8400;229474;20
Toerisme en Evenementen Heusden-Zolder;3550;224135;20
Wombats lenen bij Dienst Toerisme;2920;218973;20
Provinciaal Groendomein De Averegten;2220;219338;20
AfricaMuseum;3080;261131;20
Recreatiedomein Grasduinen;8450;220059;20
Provinciedomein Het Vinne;3440;212510;20
Executieplaats / Dodencellen;8970;222707;20
Toerisme Diest;3290;383937;20
Gallo-Romeins Museum Tongeren;3700;226843;20
Restaurant Van Artevelde (NH Gent Belfort);9000;211259;20
MoMu - Modemuseum Antwerpen;2000;211065;20
Domein Pietersheim (excl. verblijfscentrum);3620;222743;20
Toerisme De Haan - Infokantoor Vosseslag;8420;228525;20
Strandrolstoel;8370;240756;20
Zuivelmuseum;8370;230285;20
Huisbrouwerij Sint Canarus;9800;224228;20
Westfront;8620;220059;20
Sint-Maartens Kathedraal;8900;221893;20
Belle Epoque Centrum;8370;227206;20
O.L.V. Sint-Pieterskerk;9000;211401;20
Caterpillar;8902;229384;20
APB Provinciaal Recreatiedomein Zilvermeer;2400;219176;20
Toerisme Knokke-Heist;8300;220589;20
Strandrolstoel en tandems;8670;223085;20
Museum Dr. Guislain;9000;211060;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;220403;20
Restaurant Bistreau;8450;229375;20
Sint-Janshospitaal;8000;211596;20
Wielingenbad;8420;227292;20
Toerisme Riemst;3770;221569;20
Infopunt Visit Blankenberge;8370;227146;20
Stadhuis Brugge;8000;211730;20
(elektrische) Strandjutter;8670;223168;20
Bistro Vaudeville;8400;224724;20
Grand Café au Lilas Blanc;8301;227913;20
Infopunt Visit Blankenberge;8370;225077;20
Restaurant Bistreau;8450;229381;20
Restaurant Comilfo;8620;229368;20
Taverne Passage (Grand Bazar Antwerp);2000;211666;20
Restaurant Venitien;8370;263796;20
Cafetaria De Lenspolder (kinderboerderij);8620;227603;20
Restaurant De Kombuis;8380;229377;20
Restaurant-Taverne Tijdok;8380;229383;20
Zwembad- en saunacomplex Sport Vlaanderen;8370;261132;20
Belgische Militaire Begraafplaats Steenkerke;8630;379092;20
Toerisme Knokke-Heist;8300;221606;20
Stadhuis van Antwerpen;2000;212279;20
Brouwerij De Kroon;3040;222610;20
Vayamundo De Kinkhoorn & Ravelingen;8400;225718;20
Bistro De Markt;8370;229101;20
Tearoom Aan Zee;8660;222520;20
Restaurant Belvedere;8400;220104;20
Taverne On the Beach (Casino Middelkerke);8430;276418;20
Sint-Antoniuskapel - Damiaancrypte;3000;211839;20
Bistro De Markt;8370;227146;20
Zuivelmuseum;8370;221616;20
Taverne Seastar Terminal;8620;225763;20
Aartsbisschoppelijk Paleis;2800;211088;20
MOU - Museum Oudenaarde en de Vlaamse Ardennen;9700;220651;20
Toerisme Riemst;3770;224075;20
Brouwerijbezoek Dilewyns;9200;226081;20
Belevingscentrum '14 - '18;3150;226473;20
Restaurant Brasserie Tearoom Beach;8300;225254;20
Cafetaria De Lenspolder (kinderboerderij);8620;224366;20
Brasserie Cinq Annoo;8301;223464;20
Belgische Militaire Begraafplaats Steenkerke;8630;221408;20
Recreatiedomein Grasduinen;8450;225058;20
Visit Lier;2500;219599;20
La Belle;2440;219177;20
Basiliek van het Heilig Bloed;8000;211576;20
Restaurant Comilfo;8620;229305;20
Vladslo Duits Militair Kerkhof (Praatbos);8600;227411;20
Wombat bij Corsendonk De Linde;2470;219018;20
Verhuur aangepaste fietsen en rolstoelen – Provinciaal Domein Puyenbroeck;9185;221362;20
Sportimonium;1981;261131;20
Vleeshuismuseum;9200;357284;20
Belle Epoque Centrum;8370;223085;20
Brasserie Cinq Annoo;8301;223257;20
Frans Ossuarium Kemmelberg - Heuvelland;8956;220415;20
Novotel Ieper Centrum;8900;221188;20
Onze-Lieve-Vrouwekerk;8000;211612;20
Bistro Moby Dick;8400;228426;20
Ravelingen - Den Ensor;8400;324790;20
Restaurant Aazaert;8370;226066;20
Glacier Vincent;8370;227142;20
Kunsthal Gent (voomalig Caermersklooster);9000;211174;20
Brouwerij Gulden Spoor;8560;221270;20
Sealife Center Belgium;8370;220560;20
Käthe Kollwitz Museum - Fransmansmuseum;8680;222080;20
Les Zéphyrs;8434;228565;20
Tearoom Riviera;8430;223883;20
Les Zéphyrs;8434;220403;20
Ravelingen - De Wandelaar;8400;224810;20
Visit Antwerpen - Centraal Station;2018;211065;20
Arboretum Kalmthout EVAp vzw;2920;218970;20
VVV Toerisme Essen vzw;2910;218974;20
Marktplein Brugge;8000;211616;20
Duinpanne;8660;220631;20
Toerisme Middelkerke;8430;227906;20
Tearoom-restaurant Hill 60;8902;224406;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;222117;20
De Heeren van Liedekercke;9470;276394;20
Kajak Maasland;3620;220042;20
Zwin Natuur Park;8300;219794;20
Ghent-Authentic;9000;211468;20
Stadsmuseum 't Schippershof;8930;222312;20
Provinciale Erfgoedsite Ename (Pam Ename);9700;228345;20
Toerisme Knokke-Heist;8300;229360;20
De Vlaamse-Ardennenkoets;9772;228596;20
Bijenteeltmuseum;2920;219029;20
Groeningemuseum;8000;211578;20
Dienst Toerisme Koksijde-Oostduinkerke;8670;223085;20
DvT Waregem;8790;240660;20
Recreatiedomein Grasduinen;8450;225053;20
Toerisme Knokke-Heist;8300;220689;20
Restaurant Caroline;8301;219885;20
Sven Nys Cycling Center;3128;212448;20
